Número;Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto_Cajetines;Longitud;Latitud
08.51;443099,3500000000;4484239,6300000000;20-04-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;CAMINO DE SANTIAGO, AVENIDA, DEL;42;Taxi;Línea;2;10,1;;-3.6715886410;40.5069216130
08.52;441480,1600000000;4483568,2400000000;01-06-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;TRES OLIVOS, PLAZA, DE LOS;1;Taxi;Línea;2;10;;-3.6906362790;40.5007612280
08.53;443075,4500000000;4483016,9500000000;13-02-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;PUERTO DE SOMPORT, CALLE, DEL;S/N;Taxi;Línea;2;11;;-3.6717608150;40.4959053540
08.54;439029,6600000000;4481011,1100000000;18-03-2051;08  FUENCARRAL-EL PARDO;08-03 PEÑAGRANDE;SANTIAGO DE COMPOSTELA, CALLE, DE;frente al 94 A;Taxi;Línea;10;30;;-3.7193083470;40.4775489890
08.55;439097,8400000000;4482974,4500000000;15-04-2051;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;VENTISQUERO DE LA CONDESA, AVENIDA, DEL;50;Taxi;Línea;5;25;TODOS LOS DÍAS DE 6 A 20 H;-3.7186926470;40.4952404360
 Sin Datos;437951,0300000000;4475511,3700000000;25-05-2051;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;RIBERA DEL MANZANARES, CALLE, DE LA;113;Taxi;Línea;2;10;LABORABLES DE LUNES A VIERNES DE 8 A 21 HORAS;-3.7314952170;40.4279259170
09.01;439426,3300000000;4475445,4100000000;01-06-2051;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;PRINCESA, CALLE, DE LA;27;Taxi;Línea;8;40;;-3.7140978690;40.4274402200
09.02 a;439081,6700000000;4476802,5100000000;02-12-2051;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;DOCTOR JIMENEZ DIAZ, CALLE, DEL;S/N;Taxi;Línea;5;24,1;;-3.7182908320;40.4396398670
09.02 b;439057,3100000000;4476806,3300000000;14-02-2051;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;DOCTOR JIMENEZ DIAZ, CALLE, DEL;S/N;Taxi;Línea;7;34;;-3.7185783990;40.4396726400
09.02 c;438995,8100000000;4476767,8900000000;18-03-2051;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;DOCTOR JIMENEZ DIAZ, CALLE, DEL;2;Taxi;Línea;17;87;Laborables de 8 a 14 h.;-3.7192998100;40.4393216460
09.03;439171,8000000000;4475503,8000000000;01-01-2051;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;QUINTANA, CALLE, DE;9;Taxi;Línea;2;10;;-3.7171039500;40.4279472880
09.04;439220,1600000000;4475826,6100000000;15-04-2051;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;PRINCESA, CALLE, DE LA;57;Taxi;Línea;6;32,5;;-3.7165646820;40.4308587730
09.05;438789,5600000000;4474779,0800000000;15-06-2051;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;13;Taxi;Línea;4;20;;-3.7215400180;40.4213911040
09.07;435419,7700000000;4473390,3900000000;14-06-2051;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ZOO, CARRETERA, DEL;S/N;Taxi;Línea;6;30;;-3.7611184530;40.4086264060
09.08;439009,3800000000;4479976,3800000000;10-07-2051;09  MONCLOA-ARAVACA;09-04 VALDEZARZA;ANTONIO MACHADO, CALLE, DE;53;Taxi;Línea;4;20,4;;-3.7194480350;40.4682264500
09.10;433905,3900000000;4479013,8300000000;11-04-2051;09  MONCLOA-ARAVACA;09-07 ARAVACA;TEJADILLO, CALLE, DEL;13;Taxi;Línea;7;37,8;;-3.7795497030;40.4591648940
09.11 a;433422,2300000000;4478995,6100000000;22-03-2051;09  MONCLOA-ARAVACA;09-07 ARAVACA;GALAXIA, AVENIDA, DE LA;1;Taxi;Línea;5;26,6;;-3.7852457630;40.4589619520
09.11 b;433422,5600000000;4478970,1700000000;22-03-2051;09  MONCLOA-ARAVACA;09-07 ARAVACA;GALAXIA, AVENIDA, DE LA;3;Taxi;Línea;3;16;;-3.7852392890;40.4587335710
09.16;438941,5100000000;4476256,3205100000;03-08-2051;09  MONCLOA-ARAVACA;09-02 ARGÜELLES;MORET, PASEO, DE;S/N;Taxi;Línea;10;49;;-3.7198909310;40.4347097370
09.17 a;437762,9700000000;4476108,9600000000;27-05-2051;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;VALLADOLID, AVENIDA, DE;83;Taxi;Línea;3;15,5;;-3.7337705470;40.4332952190
09.17 b;437795,5300000000;4476058,6900000000;16-12-2051;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;VALLADOLID, AVENIDA, DE;81;Taxi;Línea;3;18,7;;-3.7333818530;40.4328444160
09.18;439901,5205100000;4479237,5400000000;27-05-2051;09  MONCLOA-ARAVACA;09-04 VALDEZARZA;OFELIA NIETO, CALLE, DE;71;Taxi;Línea;4;19,91;;-3.7088551340;40.4616360030
09.19;436317,9600000000;4473922,8400000000;18-03-2051;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;ALBERGUE JUVENIL, CARRETERA, DEL;S/N;Taxi;Línea;9;45;;-3.7505868010;40.4134921360
09.22;438710,6800000000;4477179,8800000000;13-08-2051;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;DOCTOR SEVERO OCHOA, CALLE, DEL;5;Taxi;Línea;6;30,7;;-3.7227012320;40.4430122970
09.25;433435,7600000000;4479629,7500000000;17-03-2051;09  MONCLOA-ARAVACA;09-05 VALDEMARÍN;ZARZUELA, CAMINO, DE LA;3;Taxi;Línea;3;15;;-3.7851527150;40.4646760030
09.26;432051,4205100000;4479886,8400000000;17-03-2051;09  MONCLOA-ARAVACA;09-06 EL PLANTÍO;MUSGO, CALLE, DEL;2;Taxi;Línea;5;25;;-3.8019440450;40.4668769060
09.28;437999,1000000000;4474098,3600000000;30-11-2051;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;PUERTA DEL ANGEL, PASEO, DE LA;3;Taxi;Línea;2;10;;-3.7307908230;40.4152051520
09.29;438854,2300000000;4474673,4100000000;28-08-2051;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;SAN VICENTE, GLORIETA, DE;1;Taxi;Línea;6;30;DE 6 A 24 H. EXCEPTO DE 8:15 A 9:45 H. Y DE 19:15 A 20:45 H. PERMITIDO ESTACIONAMIENTO SOLO AUTOBUS S.E. CAMPAÑA DEL FRÍO DE 6 A 24 H.;-3.7207675560;40.4204438900
09.31;439153,5300000000;4479377,7000000000;29-05-2051;09  MONCLOA-ARAVACA;09-04 VALDEZARZA;ALCALDE MARTIN DE ALZAGA, CALLE, DEL;9;Taxi;Batería;3;9;De Lunes a Viernes de 8 a 20 h.;-3.7176903720;40.4628439130
09.32;439184,6600000000;4477703,6900000000;06-06-2051;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;JUAN XXIII, PASEO, DE;22;Taxi;Línea;10;50,1;;-3.7171627920;40.4477656120
09.33;439701,9205100000;4479484,0800000000;30-01-2051;09  MONCLOA-ARAVACA;09-04 VALDEZARZA;AZUAGA, CALLE, DE;42;Taxi;Batería;2;2,8;;-3.7112325650;40.4638422920
09.37;437486,1700000000;4474103,1300000000;31-07-2051;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FERIAL, CALLE, DEL;S/N;Taxi;Línea;5;27;;-3.7368366160;40.4152045920
 Sin Datos;438313,9300000000;4473907,6900000000;12-05-2051;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;3;Taxi;Línea;2;10;;-3.7270617270;40.4135056580
 Sin Datos;436583,3300000000;4472470,6100000000;12-05-2051;10  LATINA;10-03 LUCERO;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE, DEL;128;Taxi;Batería;2;5;;-3.7473146390;40.4004301310
 Sin Datos;434269,0300000000;4469808,0000000000;17-12-2051;10  LATINA;10-07 ÁGUILAS;SOLEDAD CAZORLA, CALLE, DE;12;Taxi;Línea;3;15;LABORABLES DE LUNES A VIERNES DE 8 A 21 HORAS;-3.7743097750;40.3762650630
10.01;434450,4900000000;4469946,1700000000;16-12-2051;10  LATINA;10-07 ÁGUILAS;BLAS CABRERA, CALLE, DE;54;Taxi;Línea;2;13;;-3.7721863930;40.3775237360
10.02;435897,5900000000;4471519,0000000000;30-01-2051;10  LATINA;10-04 ALUCHE;ILLESCAS, CALLE, DE;S/N;Taxi;Línea;2;10,7;;-3.7552990920;40.3918051100
10.03;434811,2205100000;4471842,3900000000;22-01-2051;10  LATINA;10-04 ALUCHE;PADRE PIQUER, AVENIDA, DEL;9;Taxi;Línea;6;37,2;;-3.7681313990;40.3946340320
10.04;438211,8500000000;4473893,7500000000;01-03-2051;10  LATINA;10-02 PUERTA DEL ÁNGEL;ANTILLON, CALLE, DE;2;Taxi;Línea;3;16;;-3.7282634490;40.4133723300
10.05;435166,2900000000;4471926,7800000000;16-12-2051;10  LATINA;10-04 ALUCHE;ILLESCAS, CALLE, DE;59;Taxi;Línea;4;20;;-3.7639565420;40.3954222500
10.07;433488,3500000000;4470654,7100000000;30-01-2051;10  LATINA;10-07 ÁGUILAS;FUENTE DE LIMA, CALLE, DE LA;3;Taxi;Línea;2;12;;-3.7835936390;40.3838301680
10.08;434636,4000000000;4470136,1300000000;01-07-2051;10  LATINA;10-07 ÁGUILAS;JOSE DE CADALSO, CALLE, DE;S/N;Taxi;Línea;3;14,8;;-3.7700161440;40.3792499440
10.11;437367,4100000000;4473645,8500000000;05-08-2051;10  LATINA;10-02 PUERTA DEL ÁNGEL;PORTUGAL, AVENIDA, DE;155;Taxi;Línea;2;10;;-3.7381912600;40.4110764890
10.13;435382,4400000000;4470814,4100000000;24-11-2051;10  LATINA;10-04 ALUCHE;POBLADOS, AVENIDA, DE LOS;41;Taxi;Línea;5;25;;-3.7612970440;40.3854178340
10.18;436735,0300000000;4472959,6100000000;08-02-2051;10  LATINA;10-03 LUCERO;CEBREROS, CALLE, DE;Fte 40;Taxi;Línea;4;20;;-3.7455756550;40.4048468330
10.20 a;436056,3600000000;4473109,7100000000;01-02-2051;10  LATINA;10-03 LUCERO;VILLAMANIN, CALLE, DE;48;Taxi;Línea;4;20,1;;-3.7535881260;40.4061470460
10.20 b;436056,5800000000;4473078,7700000000;10-12-2051;10  LATINA;10-03 LUCERO;VILLAMANIN, CALLE, DE;39;Taxi;Línea;2;11;;-3.7535824540;40.4058682450
10.23;433769,1700000000;4470110,1400000000;02-02-2051;10  LATINA;10-07 ÁGUILAS;MIRABEL, CALLE, DE;19;Taxi;Línea;2;7,3;;-3.7802289440;40.3789466770
10.25;437307,7400000000;4473514,8700000000;21-01-2051;10  LATINA;10-02 PUERTA DEL ÁNGEL;EXTREMADURA, PASEO, DE;154;Taxi;Línea;3;15;;-3.7388816170;40.4098921850
10.26;434055,2700000000;4470436,4100000000;15-03-2051;10  LATINA;10-07 ÁGUILAS;LAS AGUILAS, AVENIDA, DE;18;Taxi;Batería;2;6;LABORABLES DE LUNES A VIERNES DE 8 A 21 H.;-3.7768927260;40.3819090410
 Sin Datos;435650,7300000000;4468290,2800000000;29-06-2051;11  CARABANCHEL;11-06 BUENAVISTA;SALVADOR ALLENDE, CALLE, DE;S/N;Taxi;Línea;1;6;;-3.7578815850;40.3627003440
11.01;439945,8205100000;4471729,4500000000;27-05-2051;11  CARABANCHEL;11-01 COMILLA;ANTONIO LOPEZ, CALLE, DE;65;Taxi;Línea;3;16,5;;-3.7076234460;40.3940028620
11.02;436557,3600000000;4469367,4900000000;13-12-2051;11  CARABANCHEL;11-06 BUENAVISTA;GUAYABA, CALLE, DE LA;1;Taxi;Línea;7;35,5;;-3.7473115450;40.3724737440
11.03;439082,2100000000;4470802,9500000000;21-12-2051;11  CARABANCHEL;11-02 OPAÑEL;ELÍPTICA, PLAZA;5;Taxi;Línea;4;20;;-3.7177100820;40.3855937320
11.04;437636,9500000000;4472234,1000000000;13-12-2051;11  CARABANCHEL;11-03 SAN ISIDRO;VIA CARPETANA, CALLE;53;Taxi;Línea;3;16,3;;-3.7348762980;40.3983785980
11.05;436837,6205100000;4471086,7800000000;15-12-2051;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;103;Taxi;Línea;4;21;;-3.7441809610;40.3879829660
11.06;439236,0100000000;4472112,7800000000;10-03-2051;11  CARABANCHEL;11-02 OPAÑEL;MARQUES DE VADILLO, GLORIETA, DEL;5;Taxi;Línea;3;15,1;;-3.7160231790;40.3974045700
11.08;438554,3500000000;4470785,4600000000;01-07-2051;11  CARABANCHEL;11-07 ABRANTES;OPORTO, AVENIDA, DE;27;Taxi;Línea;4;20;;-3.7239269600;40.3853968070
11.12;435549,6900000000;4469336,4300000000;01-01-2051;11  CARABANCHEL;11-06 BUENAVISTA;JOAQUIN TURINA, CALLE, DE;Fte 70;Taxi;Línea;3;15;DE LUNES A VIERNES LABORABLES DE 8 A 20H.;-3.7591771570;40.3721163330
11.18;436044,5900000000;4468248,7800000000;14-12-2051;11  CARABANCHEL;11-06 BUENAVISTA;PESETA, AVENIDA, DE LA;73B;Taxi;Línea;2;10;Laborables de Lunes a Viernes de 6 a 16 h.;-3.7532390800;40.3623569710
11.19;438695,8500000000;4472249,8400000000;09-06-2051;11  CARABANCHEL;11-03 SAN ISIDRO;COMUNEROS DE CASTILLA, CALLE, DE LOS;S/N;Taxi;Batería;2;6;;-3.7224009440;40.3985994160
11.20;437162,1205100000;4468370,3800000000;01-06-2051;11  CARABANCHEL;11-06 BUENAVISTA;CALDERILLA, CALLE, DE LA;22;Taxi;Línea;4;20;;-3.7400903290;40.3635375500
11.21 a;437862,8205100000;4471144,9100000000;23-03-2051;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;2 B;Taxi;Línea;2;9,5;;-3.7321086830;40.3885837130
11.21 b;437854,6100000000;4471149,4400000000;03-02-2051;11  CARABANCHEL;11-04 VISTA ALEGRE;OCA, CALLE, DE LA;4;Taxi;Línea;2;8,9;Laborables de Lunes a Viernes de 8 a 20 h.;-3.7322058570;40.3886241630
11.24;435917,9600000000;4468218,9400000000;11-08-2051;11  CARABANCHEL;11-06 BUENAVISTA;PESETA, AVENIDA, DE LA;S/N;Taxi;Línea;4;20;LABORABLES DE 8 A 21 H.;-3.7547273380;40.3620781690
12.05;440597,9205100000;4471100,5700000000;02-04-2051;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;174;Taxi;Línea;2;10,9;;-3.6998815830;40.3883835780
12.08;440736,2205100000;4469648,0100000000;30-12-2051;12  USERA;12-02 ORCASUR;ANDALUCIA, AVENIDA, DE;2;Taxi;Línea;6;30;;-3.6981171020;40.3753089110
12.11;441210,3300000000;4469672,7700000000;01-07-2051;12  USERA;12-03 SAN FERMÍN;SAN MARIO, CALLE, DE;S/N;Taxi;Línea;9;46,3;;-3.6925348320;40.3755649080
12.12;441180,7800000000;4469746,4900000000;11-11-2051;12  USERA;12-03 SAN FERMÍN;SAN MAXIMO, CALLE, DE;33;Taxi;Línea;8;34,56;;-3.6928896650;40.3762267890
12.13;440877,3400000000;4469725,2100000000;01-07-2051;12  USERA;12-02 ORCASUR;MALAGA, GLORIETA, DE;s/n;Taxi;Línea;6;30;;-3.6964620510;40.3760137630
12.14;441760,4800000000;4468870,3800000000;26-04-2051;12  USERA;12-03 SAN FERMÍN;PERALES, CAMINO, DE;146;Taxi;Línea;7;43;;-3.6859814550;40.3683754340
12.15;441250,3400000000;4469598,7300000000;29-09-2051;12  USERA;12-03 SAN FERMÍN;CARABELOS, CALLE, DE;21;Taxi;Batería;2;6;;-3.6920567560;40.3749009070
12.16;440449,8205100000;4471305,8205100000;16-10-2051;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;111;Taxi;Línea;7;50,2;;-3.7016454910;40.3902222570
 Sin Datos;442214,5400000000;4469102,1000000000;08-05-2051;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;EMBAJADORES, CALLE, DE;S/N;Taxi;Batería;8;17,2;;-3.6806544950;40.3704941740
 Sin Datos;443961,8500000000;4472444,4800000000;18-05-2051;13  PUENTE DE VALLECAS;13-06 NUMANCIA;SIERRA TOLEDANA, CALLE, DE LA;S/N;Taxi;Línea;3;15;LABORABLES DE  LUNES A VIERNES DE 6:00 A 19:00 H;-3.6603682360;40.4007238290
13.01;443052,4100000000;4470145,0600000000;01-01-2051;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;SANTA RAFAELA MARIA DEL SAGRADO CORAZON, CALLE, DE;Fte 2;Taxi;Batería;8;21,1;;-3.6708790900;40.3799474050
13.04;445160,8000000000;4471295,2051000000;01-01-2051;13  PUENTE DE VALLECAS;13-05 PORTAZGO;SANTILLANA DEL MAR, CALLE, DE;9;Taxi;Línea;4;18;;-3.6461414650;40.3904497790
13.08;443766,4600000000;4470295,4300000000;21-01-2051;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PABLO NERUDA, AVENIDA, DE;95;Taxi;Línea;5;35;Laborables de Lunes a Viernes de 9 a 19 h.;-3.6624809040;40.3813510940
13.15;443959,8300000000;4471593,5205100000;11-04-2051;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA DE CADI, CALLE, DE LA;3;Taxi;Línea;6;32,3;;-3.6603171290;40.3930578250
13.16;445770,8800000000;4471100,7900000000;17-01-2051;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;154;Taxi;Batería;2;10;Laborables de Lunes a Viernes de 9 a 21 h.;-3.6389370370;40.3887387550
13.17;444452,8205100000;4471517,0300000000;17-01-2051;13  PUENTE DE VALLECAS;13-06 NUMANCIA;MONLEON, CALLE, DE;10;Taxi;Batería;3;9,1;Laborables de Lunes a Viernes de 9 a 21 h.;-3.6545020650;40.3924013300
13.18;444637,4600000000;4470323,3500000000;27-11-2051;13  PUENTE DE VALLECAS;13-05 PORTAZGO;PABLO NERUDA, AVENIDA, DE;116 H;Taxi;Línea;3;15;Laborables de Lunes a Viernes de 8 a 20 h.;-3.6522228970;40.3816610070
13.19;445729,4900000000;4470923,1800000000;15-03-2051;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ALBUFERA, AVENIDA, DE LA;S/N;Taxi;Línea;2;12;LABORABLES DE LUNES A VIERNES  DE 9:00 A 21:00 H;-3.6394094980;40.3871359050
14.01;445021,0900000000;4473365,2800000000;11-09-2051;14  MORATALAZ;14-03 MARROQUINA;CAMINO DE LOS VINATEROS, CALLE, DEL;103;Taxi;Línea;3;15;;-3.6479661070;40.4090897000
14.02;445717,2051000000;4472228,7500000000;10-02-2051;14  MORATALAZ;14-05 FONTARRÓN;ENCOMIENDA DE PALACIOS, CALLE, DE LA;187;Taxi;Línea;3;14,48;Laborables de Lunes a Viernes de a 6 a 19 h.;-3.6396657240;40.3988967810
14.04;446223,6600000000;4472365,5600000000;09-02-2051;14  MORATALAZ;14-01 PAVONES;HACIENDA DE PAVONES, CALLE, DE LA;S/N;Taxi;Línea;4;12,07;Laborables de Lunes a Viernes de 6 a 19 h.;-3.6337093700;40.4001623870
14.07;444821,6500000000;4473037,5800000000;03-02-2051;14  MORATALAZ;14-03 MARROQUINA;MORATALAZ, AVENIDA, DE;117;Taxi;Línea;12;60;;-3.6502883050;40.4061244720
14.08;446005,1400000000;4473317,5100000000;10-07-2051;14  MORATALAZ;14-03 MARROQUINA;DOCTOR GARCIA TAPIA, AVENIDA, DEL;139;Taxi;Línea;4;20;;-3.6363651440;40.4087233510
14.12;445499,7800000000;4473396,1500000000;11-09-2051;14  MORATALAZ;14-03 MARROQUINA;MORATALAZ, AVENIDA, DE;195;Taxi;Línea;1;8;;-3.6423275720;40.4093988680
 Sin Datos;445053,4500000000;4475605,3300000000;12-07-2051;15  CIUDAD LINEAL;15-01 VENTAS;JOSE MARIA PEREDA, CALLE, DE;56;Taxi;Línea;3;18,9;Laborables de lunes a viernes de 09:00 a 14:00;-3.6477784060;40.4292716230
15.01;445919,1205100000;4476576,5300000000;07-03-2051;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;419;Taxi;Línea;4;28;;-3.6376560750;40.4380773540
15.02;445409,2500000000;4476277,1100000000;15-02-2051;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;375;Taxi;Línea;3;16;;-3.6436417650;40.4353464080
15.03;444384,8800000000;4475929,3900000000;19-11-2051;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;ALCALA, CALLE, DE;277;Taxi;Línea;4;20,6;;-3.6556881450;40.4321462090
15.05;444189,9205100000;4475335,6800000000;29-01-2051;15  CIUDAD LINEAL;15-01 VENTAS;RICARDO ORTIZ, CALLE, DE;31;Taxi;Línea;3;15;Lunes a Viernes de 6 a 21 h.;-3.6579343120;40.4267842410
15.06;444180,4500000000;4476269,9600000000;14-02-2051;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DE LA ROCA, CALLE, DE LA;29;Taxi;Línea;4;20;;-3.6581280290;40.4352051770
15.08;444364,8300000000;4474919,6000000000;11-02-2051;15  CIUDAD LINEAL;15-01 VENTAS;MARQUES DE CORBERA, AVENIDA, DEL;3;Taxi;Línea;15;39,69;;-3.6558361400;40.4230486140
15.09;444438,2205100000;4477256,4900000000;17-02-2051;15  CIUDAD LINEAL;15-05 SAN PASCUAL;CONDESA DE VENADITO, CALLE, DE LA;3;Taxi;Línea;9;48;;-3.6551753480;40.4441045830
15.10;445079,4205100000;4476073,2100000000;15-02-2051;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;339;Taxi;Línea;4;20,5;;-3.6475126680;40.4334883060
15.11;443199,2300000000;4481233,8100000000;13-04-2051;15  CIUDAD LINEAL;15-09 COSTILLARES;CONDADO DE TREVIÑO, CALLE, DEL;31 A;Taxi;Línea;4;21,9;;-3.6701403750;40.4798503890
15.13;443292,7100000000;4480989,7100000000;01-01-2051;15  CIUDAD LINEAL;15-09 COSTILLARES;ARTURO SORIA, CALLE, DE;301;Taxi;Línea;3;15,9;;-3.6690158310;40.4776583670
15.14;444275,7600000000;4476800,4000000000;17-02-2051;15  CIUDAD LINEAL;15-05 SAN PASCUAL;SALVADOR DE MADARIAGA, CALLE, DE;11;Taxi;Línea;3;14;;-3.6570510400;40.4399850740
15.16;444482,5600000000;4478319,6600000000;15-02-2051;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;ARTURO SORIA, CALLE, DE;143;Taxi;Línea;9;44;;-3.6547455150;40.4536859850
15.17;444678,7100000000;4477881,2051000000;21-06-2051;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;RAMIREZ DE ARELLANO, CALLE, DE;2;Taxi;Línea;14;70,1;;-3.6523941540;40.4497484470
15.18;443743,0100000000;4479901,4000000000;26-12-2051;15  CIUDAD LINEAL;15-09 COSTILLARES;MESENA, CALLE, DE;102;Taxi;Línea;9;45;;-3.6636070520;40.4678847960
15.22;443009,2051000000;4480445,6000000000;19-01-2051;15  CIUDAD LINEAL;15-09 COSTILLARES;SERRANO GALVACHE, CALLE, DE;14;Taxi;Línea;2;10;;-3.6723113700;40.4727377480
15.24;445578,4205100000;4475890,1300000000;14-02-2051;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;EMILIO FERRARI, CALLE, DE;51;Taxi;Línea;5;25;Laborables de Lunes a Viernes de 6 a 21 h.;-3.6416140670;40.4318710750
15.25;443124,9500000000;4480839,6600000000;13-05-2051;15  CIUDAD LINEAL;15-09 COSTILLARES;YERMA, CALLE, DE;frente 11;Taxi;Línea;7;35;Excepto Sabados y Festivos;-3.6709814200;40.4762947850
15.27;444328,8205100000;4475919,5700000000;19-11-2051;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;CAPOTE, CALLEJON, DEL;S/N;Taxi;Línea;2;10;Laborables de Lunes a Viernes de 6 a 21 h.;-3.6563481350;40.4320537910
15.28;443276,6500000000;4480071,3300000000;13-04-2051;15  CIUDAD LINEAL;15-09 COSTILLARES;BAUSA, CALLE, DE LA;23;Taxi;Línea;3;15,01;;-3.6691230890;40.4693840540
15.31;444423,3100000000;4477638,6800000000;12-12-2051;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;EMILIO VARGAS, CALLE, DE;3B;Taxi;Línea;3;15,1;;-3.6553846500;40.4475470280
15.33;443472,6300000000;4480140,6700000000;03-05-2051;15  CIUDAD LINEAL;15-09 COSTILLARES;ARTURO SORIA, CALLE, DE;270;Taxi;Línea;3;15;;-3.6668176210;40.4700219850
15.34;444233,5600000000;4477679,9500000000;21-06-2051;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;RAMIREZ DE ARELLANO, CALLE, DE;27;Taxi;Línea;4;20;;-3.6576257170;40.4479064450
15.35;445689,4600000000;4475740,0700000000;16-04-2051;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;ASCAO, CALLE, DE;31 B;Taxi;Línea;3;15;;-3.6402922540;40.4305268010
 Sin Datos;445075,5000000000;4479357,0100000000;31-01-2051;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;54;Taxi;Línea;2;10;De lunes a viernes Laborables de  6 a 21 h;-3.6478428060;40.4630702310
16.01;446438,6300000000;4479547,4000000000;31-03-2051;16  HORTALEZA;16-03 CANILLAS;MOTA DEL CUERVO, CALLE, DE;11;Taxi;Línea;3;15;Laborables de Lunes a Viernes de 6 a 21 h.;-3.6317814810;40.4648741890
16.02;444812,7300000000;4480195,5300000000;31-03-2051;16  HORTALEZA;16-04 PINAR DEL REY;LOPEZ DE HOYOS, CALLE, DE;frente 468;Taxi;Línea;9;45;;-3.6510151010;40.4706066320
16.03;444623,2100000000;4479917,2100000000;04-04-2051;16  HORTALEZA;16-04 PINAR DEL REY;LOPEZ DE HOYOS, CALLE, DE;341;Taxi;Línea;3;18;;-3.6532262030;40.4680863620
16.07;444132,7500000000;4480890,0205100000;31-03-2051;16  HORTALEZA;16-05 APÓSTOL SANTIAGO;CUEVAS DEL ALMANZORA, CALLE, DE;Fte 18;Taxi;Línea;3;15;Laborables de Lunes a Viernes de 6 a 21 h.;-3.6590970150;40.4768170930
16.09;447989,1400000000;4478201,3400000000;06-04-2051;16  HORTALEZA;16-01 PALOMAS;LUIS DE LA MATA, CALLE, DE;18;Taxi;Línea;3;15;Laborables de Lunes a Viernes de 6 a 21 h.;-3.6133832910;40.4528464300
16.11;445295,2900000000;4478697,5600000000;12-04-2051;16  HORTALEZA;16-02 PIOVERA;MOSCATELAR, CALLE, DE;34;Taxi;Línea;6;27,7;;-3.6451937930;40.4571438420
16.12;447567,8205100000;4478617,2205100000;23-11-2051;16  HORTALEZA;16-01 PALOMAS;ANDES, AVENIDA, DE LOS;50;Taxi;Línea;6;32,71;;-3.6183860720;40.4565667020
16.15;445337,2700000000;4484342,9300000000;05-10-2051;16  HORTALEZA;16-06 VALDEFUENTES;JULIO CARO BAROJA, CALLE, DE;4;Taxi;Línea;2;10;;-3.6451854280;40.5080030710
16.19;443372,2600000000;4481975,2100000000;15-03-2051;16  HORTALEZA;16-06 VALDEFUENTES;MANOTERAS, AVENIDA, DE;20 posterior;Taxi;Línea;5;25;;-3.6681653900;40.4865413900
